activity_date,project_name,txns,daa,wau,mau,m2_retention,new_maa,percent_new
2023-12-21,neat.nrc-20.near,764,466,9528,9530,93.33333333333333,4926,51.6894018887723
2023-12-21,NEAR Social,687,300,9730,22464,36.580882352941174,11959,53.236289173789174
2023-12-21,Jump Finance,670,82,159,380,50.0,13,3.421052631578948
2023-12-21,driskiani.near,631,126,457,1209,0.0,1209,100.0
2023-12-21,Stader,589,16,46,188,9.090909090909092,6,3.1914893617021276
2023-12-21,meteor-points.near,563,1,7,5212,39.79848866498741,2174,41.71143514965464
2023-12-21,Metapool,489,112,365,1058,39.59731543624161,163,15.406427221172022
2023-12-21,Paras,488,128,492,1328,67.95580110497238,147,11.069277108433734
2023-12-21,Learn NEAR Club,468,165,962,2015,4.158004158004158,1036,51.41439205955335
2023-12-21,HERE Wallet,462,239,570,1048,43.83561643835616,172,16.412213740458014
2023-12-21,LiNEAR,426,74,206,628,26.797385620915033,155,24.681528662420384
2023-12-21,inscription.near,293,146,2137,24305,100.0,17074,70.24891997531371
2023-12-21,Zomland,253,27,59,182,71.42857142857143,10,5.4945054945054945
2023-12-21,v1.jumbo_exchange.near,231,9,20,66,0.0,13,19.696969696969695
2023-12-21,Cryptoheroes,229,9,45,96,0.0,2,2.083333333333333
2023-12-21,gear.enleap.near,210,104,163,215,14.000000000000002,68,31.627906976744185
2023-12-21,Burrow,180,92,232,730,54.71698113207547,137,18.767123287671232
2023-12-21,tinkerunion_nft.enleap.near,175,57,104,159,30.0,16,10.062893081761008
2023-12-21,cookie.nekotoken.near,138,104,188,428,83.33333333333334,75,17.523364485981308
2023-12-21,ff.nekotoken.near,114,9,24,87,0.0,3,3.4482758620689653
2023-12-21,launchpad.jumpfinance.near,106,93,116,192,0.0,20,10.416666666666668
2023-12-21,Mintbase,101,16,61,185,0.04468845760980593,25,13.513513513513514
2023-12-21,jankeazz.near,98,97,97,97,0.0,95,97.9381443298969
2023-12-21,staking.enleap.near,86,42,86,138,66.66666666666666,3,2.1739130434782608
2023-12-21,dclv2.ref-labs.near,84,20,66,135,42.857142857142854,24,17.77777777777778
2023-12-21,v1.lpos-market.near,83,51,92,92,100.0,16,17.391304347826086
2023-12-21,TradePort,76,26,61,173,55.55555555555556,19,10.982658959537572
2023-12-21,app.popula.near,74,16,36,86,40.0,10,11.627906976744185
2023-12-21,El Cafe Cartel,66,12,27,59,100.0,1,1.694915254237288
2023-12-21,v2.keypom.near,63,7,19,60,41.66666666666667,13,21.666666666666668
2023-12-21,nft.goodfortunefelines.near,58,15,39,144,100.0,23,15.972222222222221
2023-12-21,nearnautnft.near,56,13,33,90,0.0,4,4.444444444444445
2023-12-21,world.pumpopoly.near,55,28,41,54,50.0,2,3.7037037037037033
2023-12-21,token.jumbo_exchange.near,52,13,36,122,50.0,15,12.295081967213115
2023-12-21,Bodega Lab,50,13,41,110,65.71428571428571,4,3.6363636363636362
2023-12-21,meteor-rewards.near,49,39,419,690,39.154411764705884,125,18.115942028985508
2023-12-21,Pembrock,44,14,191,310,86.72566371681415,70,22.58064516129032
2023-12-21,bridge.a11bd.near,43,15,30,75,50.0,11,14.666666666666666
2023-12-21,devgovgigs,39,11,50,117,37.03703703703704,9,7.6923076923076925
2023-12-21,Realis Network,39,16,32,79,7.317073170731707,25,31.645569620253166
2023-12-21,myriadcore.near,36,25,68,125,5.88235294117647,27,21.6
2023-12-21,Land 2 Empire,33,32,82,139,100.0,4,2.877697841726619
2023-12-21,Octopus,31,9,44,156,0.0,1,0.641025641025641
2023-12-21,sol.token.a11bd.near,26,13,41,110,31.57894736842105,24,21.818181818181817
2023-12-21,berryclub.ek.near,22,4,25,53,0.0,2,3.7735849056603774
2023-12-21,asac.near,19,4,25,102,60.0,5,4.901960784313726
2023-12-21,Playible,18,8,67,107,33.33333333333333,10,9.345794392523365
2023-12-21,abr.a11bd.near,17,4,19,53,0.0,5,9.433962264150944
2023-12-21,token.bocachica_mars.near,17,6,14,85,0.0,4,4.705882352941177
